iter	RMSE
776	0.1008133712
777	0.1007907153
778	0.1007728671
779	0.1007579041
780	0.1007354958
781	0.1007143971
782	0.1006971631
783	0.1006760652
784	0.10066049
785	0.1006436635
786	0.1006119724
787	0.1005727556
788	0.1005440736
789	0.1005235627
790	0.1005043022
791	0.1004857386
792	0.1004649331
793	0.1004464393
794	0.1004294125
795	0.1004236217
796	0.1004008543
797	0.1003847493
798	0.1003653384
799	0.1003523814
800	0.1003315388
801	0.1003034438
802	0.1002806937
803	0.1002574956
804	0.1002351383
805	0.1002055646
806	0.1001865367
807	0.100163623
808	0.1001372959
809	0.100116201
810	0.1001022429
811	0.1000835465
812	0.1000608621
813	0.1000436151
814	0.1000264366
815	0.1000149451
816	0.09999263309
817	0.09995912571
818	0.09993648578
819	0.09991515371
820	0.09989347838
821	0.09987259958
822	0.09986089737
823	0.09984237815
824	0.09982290131
825	0.09981305461
826	0.09979411024
827	0.09978623033
828	0.09976638116
829	0.09975108039
830	0.09972756904
831	0.09970600774
832	0.09968915417
833	0.09966768166
834	0.09964461188
835	0.09962051934
836	0.09960179006
837	0.0995741846
838	0.09954674331
839	0.09951153897
840	0.09948489705
841	0.09946805801
842	0.09944674315
843	0.0994179118
844	0.09940375108
845	0.09938244874
846	0.09936775302
847	0.09934965086
848	0.09930822143
849	0.099270773
850	0.0992510738
851	0.09921684188
852	0.09920358074
853	0.09919299594
854	0.09917417806
855	0.09915879962
856	0.09913640595
857	0.0991213305
858	0.09911386056
859	0.09909523192
860	0.09907248355
861	0.09904840644
862	0.09901982771
863	0.09900466974
864	0.09898413739
865	0.09896699698
866	0.09894038377
867	0.09891386155
868	0.09888728415
869	0.09886971909
870	0.09886443087
871	0.09883823044
872	0.09882453865
873	0.09880652557
874	0.09878464438
875	0.09877200513
876	0.09876270246
877	0.09873788534
878	0.09870531773
879	0.09868623738
880	0.0986556944
881	0.09863231307
882	0.0986176599
883	0.09861258576
884	0.09857261263
885	0.09854813177
886	0.09853375434
887	0.09850390437
888	0.0984959618
889	0.09849152125
890	0.09845737091
891	0.098426919
892	0.09841109732
893	0.0983820996
894	0.09836377264
895	0.09834578255
896	0.09830989366
897	0.09828533716
898	0.0982661189
899	0.09824275324
900	0.0982172416
901	0.09818303042
902	0.09816092077
903	0.09814464317
904	0.0981188959
905	0.09809565911
906	0.09807920291
907	0.09805785011
908	0.09804147053
909	0.09803140071
910	0.09801106078
911	0.09799620611
912	0.09798040728
913	0.09795105431
914	0.09792940652
915	0.0979059251
916	0.09788200271
917	0.09786584592
918	0.09784510538
919	0.0978274279
920	0.09781349195
921	0.09778753653
922	0.09776868287
923	0.09775315771
924	0.09772069835
925	0.09769860653
926	0.09768103674
927	0.0976750279
928	0.09765552318
929	0.09762946649
930	0.09762415084
931	0.09759089935
932	0.09756500383
933	0.09754724962
934	0.09752457569
935	0.09750579346
936	0.09747085604
937	0.09745212664
938	0.09744501088
939	0.09742649437
940	0.09739708903
941	0.09737935303
942	0.0973625828
943	0.09732538008
944	0.09730958103
945	0.09729430916
946	0.09726896686
947	0.09724934636
948	0.0972104625
949	0.09719438156
950	0.09717230652
951	0.09714435826
952	0.0971271584
953	0.09710718782
954	0.0970772011
955	0.09707261514
956	0.09705408269
957	0.0970221362
958	0.09699130506
959	0.09697982539
960	0.09695423594
961	0.09693398622
962	0.09691696224
963	0.09688636267
964	0.09686899189
965	0.09685389471
966	0.0968434599
967	0.09681854686
968	0.0968049389
969	0.09678923761
970	0.09676023925
971	0.09674604967
972	0.09674096172
973	0.09671082655
974	0.09669716042
975	0.09668400324
